ApplStandard,Brand,Cap,Combination,Control,Country,Depth,Height,Model No,Family Name,N-Standard,Labelled energy consumption (kWh/year),New SRI,New Star,Prog Name,Prog Time,Sold_in,SubmitStatus,Submit_ID,Test_Moist_Remove,Tot_Wat_Cons,Registration Number,Type,Width,Record ID,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Star Rating (old),Star Image Large,Star Image Small
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Stirling,8,No,Autosensing,China,650.0,845.0,SHPD80W,SHPD80 Series,AS/NZS 2442.1:1996/Amdt 4:2006,159,7.035169294080015,7.0,cotton extra,237.0,"Australia,Fiji,New Zealand",Approved,145684,6.375,0.0,ACD0633,Condenser,595.0,145684,2027-04-07,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Stirling,8,No,Autosensing,China,650.0,845.0,SHPD80S,SHPD80 Series,AS/NZS 2442.1:1996/Amdt 4:2006,159,7.035169294080015,7.0,cotton extra,237.0,"Australia,Fiji,New Zealand",Approved,145684,6.375,0.0,ACD0633,Condenser,595.0,145684,2027-04-07,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Stirling,8,No,Autosensing,China,650.0,845.0,SHPD80 Series,SHPD80 Series,AS/NZS 2442.1:1996/Amdt 4:2006,159,7.035169294080015,7.0,cotton extra,237.0,"Australia,Fiji,New Zealand",Approved,145684,6.375,0.0,ACD0633,Condenser,595.0,145684,2027-04-07,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,MIELE,8,No,Autosensing,"Czechia,Germany",636.0,850.0,TDD 130 WP,,AS/NZS 2442.1:1996/Amdt 4:2006,138,7.906763252400829,7.0,Cottons Normal dry,216.0,"Australia,New Zealand",Approved,145735,6.27,0.0,ACD0627,Condenser,596.0,145735,2027-04-25,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,ELECTROLUX,8,No,Autosensing,Poland,638.0,850.0,EDH803R9WB,,AS/NZS 2442.1:1996/Amdt 4:2006,130,8.274223430031643,8.0,Energy Saver,180.0,"Australia,Fiji,New Zealand",Approved,145796,6.485,0.0,ACD0632,Condenser,596.0,145796,2027-04-05,,Single product class,Available,https://www.electrolux.com.au/,http://www.electrolux.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,MIELE,5,Yes,Autosensing,"Czechia,Germany",714.0,850.0,WTZH 730 WPM,,AS/NZS 2442.1:1996/Amdt 4:2006,144,4.75289529838167,4.5,Cottons 60oC Normal+ dry,127.0,"Australia,New Zealand",Approved,145893,3.926,21.0,ACD0630,Condenser,586.0,145893,2027-07-24,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,MIELE,7,No,Autosensing,"Czechia,Germany",636.0,850.0,TDB 130 WP,,AS/NZS 2442.1:1996/Amdt 4:2006,115,8.206975445037134,8.0,Cottons Normal Dry,182.0,"Australia,New Zealand",Approved,145903,5.464,0.0,ACD0631,Condenser,596.0,145903,2027-05-03,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,MIELE,4,Yes,Autosensing,"Czechia,Germany",637.0,850.0,WTH 130 WPM,,AS/NZS 2442.1:1996/Amdt 4:2006,124,4.29995226232596,4.0,Cottons 60oC Normal+ dry,113.0,"Australia,New Zealand",Approved,145891,3.207,18.0,ACD0629,Condenser,596.0,145891,2027-07-25,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Esatto,8,No,Autosensing,China,650.0,845.0,EHPD80,EHPD80 Series,AS/NZS 2442.1:1996/Amdt 4:2006,159,7.035169294080015,7.0,cotton extra,241.0,"Australia,Fiji,New Zealand",Approved,146195,6.449,0.0,ACD0634,Condenser,595.0,146195,2027-04-26,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Esatto,8,No,Autosensing,China,650.0,845.0,EHPD80S,EHPD80 Series,AS/NZS 2442.1:1996/Amdt 4:2006,159,7.035169294080015,7.0,cotton extra,241.0,"Australia,Fiji,New Zealand",Approved,146195,6.449,0.0,ACD0634,Condenser,595.0,146195,2027-04-26,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Esatto,8,No,Autosensing,China,650.0,845.0,EHPD80 Series,EHPD80 Series,AS/NZS 2442.1:1996/Amdt 4:2006,159,7.035169294080015,7.0,cotton extra,241.0,"Australia,Fiji,New Zealand",Approved,146195,6.449,0.0,ACD0634,Condenser,595.0,146195,2027-04-26,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,BOSCH,4.5,Yes,Autosensing,China,-,-,WNA14400AU,,AS/NZS 2442.1:1996/Amdt 4:2006,186,2.5298072500446693,2.5,"Intensive Dry, Cupboard Dry",214.0,"Australia,Fiji,New Zealand",Approved,146211,3.69,39.8,ACD0644,Condenser,-,146211,2027-05-19,,Single product class,Available,,http://www.bosch-home.com.au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,HOOVER,8,No,Autosensing,China,-,-,HV-LHP8,,AS/NZS 2442.1:1996/Amdt 4:2006,148,7.4762990054167995,7.0,Standard- Heavy program,287.0,"Australia,New Zealand",Approved,146366,6.402,0.0,ACD0640,Condenser,-,146366,2027-05-02,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,AEG,9,No,Autosensing,Poland,640.0,850.0,T9DHC966C,,AS/NZS 2442.1:1996/Amdt 4:2006,146,8.284750600059876,8.0,Cottons Eco,391.0,"Australia,Fiji,New Zealand",Approved,146379,7.171,0.0,ACD0638,Condenser,600.0,146379,2027-04-27,,Single product class,Available,,http://www.aeg.com,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,AEG,8,No,Autosensing,Poland,640.0,850.0,T6DHE842B,,AS/NZS 2442.1:1996/Amdt 4:2006,151,7.352820693611379,7.0,Cottons Eco,267.0,"Australia,Fiji,New Zealand",Approved,146380,6.372,0.0,ACD0639,Condenser,600.0,146380,2027-05-01,,Single product class,Available,,http://www.aeg.com,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,AEG,8,No,Autosensing,Poland,640.0,850.0,T8DHC846C,,AS/NZS 2442.1:1996/Amdt 4:2006,151,7.352820693611379,7.0,Cottons Eco,267.0,"Australia,Fiji,New Zealand",Approved,146383,6.372,0.0,ACD0635,Condenser,600.0,146383,2027-04-26,,Single product class,Available,,http://www.aeg.com,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,SAMSUNG ELECTRONICS,6,Yes,Autosensing,China,-,-,WD90T554DBW,,AS/NZS 2442.1:1996/Amdt 4:2006,249,2.5050461326033897,2.5,Cotton dry,444.0,"Australia,Fiji,New Zealand",Approved,146401,4.736,36.5,ACD0636,Condenser,-,146401,2027-04-26,,Single product class,Available,,http://www.samsung.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Inalto,8,No,Autosensing,China,650.0,845.0,IHPD80S,IHPD80 Series,AS/NZS 2442.1:1996/Amdt 4:2006,159,7.035169294080015,7.0,cotton extra,241.0,"Australia,Fiji,New Zealand",Approved,146506,6.449,0.0,ACD0637,Condenser,595.0,146506,2027-04-26,,Single product class,Available,,http://www.inalto.com.au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Inalto,8,No,Autosensing,China,650.0,845.0,IHPD80,IHPD80 Series,AS/NZS 2442.1:1996/Amdt 4:2006,159,7.035169294080015,7.0,cotton extra,241.0,"Australia,Fiji,New Zealand",Approved,146506,6.449,0.0,ACD0637,Condenser,595.0,146506,2027-04-26,,Single product class,Available,,http://www.inalto.com.au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Inalto,8,No,Autosensing,China,650.0,845.0,IHPD80 Series,IHPD80 Series,AS/NZS 2442.1:1996/Amdt 4:2006,159,7.035169294080015,7.0,cotton extra,241.0,"Australia,Fiji,New Zealand",Approved,146506,6.449,0.0,ACD0637,Condenser,595.0,146506,2027-04-26,,Single product class,Available,,http://www.inalto.com.au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,AKAI,7,No,Timer,China,-,-,AK-VD7B,,AS/NZS 2442.1:1996/Amdt 4:2006,310,2.1052851854448287,2.0,Extra Dry,203.0,"Australia,Fiji,New Zealand",Approved,146649,5.693,-,ACD0646,Vented,-,146649,2027-05-26,,Single product class,Available,,http://www.tempoaustralia.com.au,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Solt,8,No,Autosensing,China,640.0,845.0,GGSHPD80W,,AS/NZS 2442.1:1996/Amdt 4:2006,135,8.042002309086076,8.0,cotton extra,244.0,"Australia,Fiji,New Zealand",Approved,146991,6.451,0.0,ACD0643,Condenser,595.0,146991,2027-05-19,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Inalto,4,Yes,Autosensing,China,565.0,850.0,IFLW7D40,,AS/NZS 2442.1:1996/Amdt 4:2006,166,2.5050461326033897,2.5,"Dry only program, Extra dry.",196.7,"Australia,Fiji,New Zealand",Approved,147082,3.21,22.91,ACD0642,Condenser,595.0,147082,2027-05-18,,Single product class,Available,,http://www.inalto.com.au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,FISHER & PAYKEL,4.5,No,Autosensing,China,-,-,DE4560M1,DE4560**,AS/NZS 2442.1:1996/Amdt 4:2006,200,2.083270387790547,2.0,Everyday,140.0,"Australia,New Zealand",Approved,147212,3.563,-,ACD0645,Vented,-,147212,2027-11-23,,Single product class,Available,http://www.fisherpaykel.com/nz,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,FISHER & PAYKEL,4.5,No,Autosensing,China,-,-,DE4560M2,DE4560**,AS/NZS 2442.1:1996/Amdt 4:2006,200,2.083270387790547,2.0,Everyday,140.0,"Australia,New Zealand",Approved,147212,3.563,-,ACD0645,Vented,-,147212,2027-11-23,,Single product class,Available,http://www.fisherpaykel.com/nz,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,FISHER & PAYKEL,4.5,No,Autosensing,China,-,-,DE4560**,DE4560**,AS/NZS 2442.1:1996/Amdt 4:2006,200,2.083270387790547,2.0,Everyday,140.0,"Australia,New Zealand",Approved,147212,3.563,-,ACD0645,Vented,-,147212,2027-11-23,,Single product class,Available,http://www.fisherpaykel.com/nz,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,Artusi,4.5,No,Timer,China,435.0,700.0,ACD45A,,AS/NZS 2442.1:1996/Amdt 4:2006,202,2.0220447146710088,2.0,"200 minutes, Strong Heat",200.0,"Australia,Fiji,New Zealand",Approved,147318,3.529,-,ACD0647,Vented,600.0,147318,2027-11-20,,Single product class,Available,,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,FISHER & PAYKEL,7,No,Autosensing,China,-,-,DE7060**,DE7060**,AS/NZS 2442.1:1996/Amdt 4:2006,315,2.00683301500606,2.0,"Everyday, Extra Dry, High",216.0,"Australia,New Zealand",Approved,147407,5.524,-,ACD0648,Vented,-,147407,2027-11-28,,Single product class,Available,http://www.fisherpaykel.com/nz,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,FISHER & PAYKEL,7,No,Autosensing,China,-,-,DE7060G1,DE7060**,AS/NZS 2442.1:1996/Amdt 4:2006,315,2.00683301500606,2.0,"Everyday, Extra Dry, High",216.0,"Australia,New Zealand",Approved,147407,5.524,-,ACD0648,Vented,-,147407,2027-11-28,,Single product class,Available,http://www.fisherpaykel.com/nz,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,FISHER & PAYKEL,7,No,Autosensing,China,-,-,DE7060P1,DE7060**,AS/NZS 2442.1:1996/Amdt 4:2006,315,2.00683301500606,2.0,"Everyday, Extra Dry, High",216.0,"Australia,New Zealand",Approved,147407,5.524,-,ACD0648,Vented,-,147407,2027-11-28,,Single product class,Available,http://www.fisherpaykel.com/nz,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,FISHER & PAYKEL,7,No,Autosensing,China,-,-,DE7060P2,DE7060**,AS/NZS 2442.1:1996/Amdt 4:2006,315,2.00683301500606,2.0,"Everyday, Extra Dry, High",216.0,"Australia,New Zealand",Approved,147407,5.524,-,ACD0648,Vented,-,147407,2027-11-28,,Single product class,Available,http://www.fisherpaykel.com/nz,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,FISHER & PAYKEL,7,No,Autosensing,China,-,-,DE7060G2,DE7060**,AS/NZS 2442.1:1996/Amdt 4:2006,315,2.00683301500606,2.0,"Everyday, Extra Dry, High",216.0,"Australia,New Zealand",Approved,147407,5.524,-,ACD0648,Vented,-,147407,2027-11-28,,Single product class,Available,http://www.fisherpaykel.com/nz,,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,CHiQ,5,Yes,Autosensing,China,577.0,847.0,WDFL8T48W2,FRONT LOADING AUTOMATIC WASHER-DRYER COMBO MACHINE,AS/NZS 2442.1:1996/Amdt 4:2006,162,4.028161041145523,4.0,"Drying, 1400 rpm",217.0,"Australia,Fiji,New Zealand",Approved,147411,4.0153,45.6,ACD0649,Condenser,600.0,147411,2027-06-07,,Single product class,Available,,https://www.chiq.com.au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,CHiQ,5,Yes,Autosensing,China,577.0,847.0,WDFL8T48B3,FRONT LOADING AUTOMATIC WASHER-DRYER COMBO MACHINE,AS/NZS 2442.1:1996/Amdt 4:2006,162,4.028161041145523,4.0,"Drying, 1400 rpm",217.0,"Australia,Fiji,New Zealand",Approved,147411,4.0153,45.6,ACD0649,Condenser,600.0,147411,2027-06-07,,Single product class,Available,,https://www.chiq.com.au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2024,CHiQ,5,Yes,Autosensing,China,577.0,847.0,FRONT LOADING AUTOMATIC WASHER-DRYER COMBO MACHINE,FRONT LOADING AUTOMATIC WASHER-DRYER COMBO MACHINE,AS/NZS 2442.1:1996/Amdt 4:2006,162,4.028161041145523,4.0,"Drying, 1400 rpm",217.0,"Australia,Fiji,New Zealand",Approved,147411,4.0153,45.6,ACD0649,Condenser,600.0,147411,2027-06-07,,Single product class,Available,,https://www.chiq.com.au/,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
